ID,Full_Date_Collected,Month_Collected,Collectors,Weather,County,Locality,GPS_Cords,Time_Collected,Temp_When_Captured_F,Sex,Genus,Species,Date_Ran,Vial#_orControl,Mass_Before_CTmin_g,TC_CTmin_orControl,Start_Time_CTmin,End_Time_CTmin,CTmin_C,Mass_After_CTmin_g,TC_CTmax_orControl,Start_Time_CTmax,End_Time_CTmax,CTmax_C,Mass_After_CTmax_g,Vial_Mass_g,Field_Notes,Bee_Notes,Data_Notes
AMV0313,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:19,68,,Halictus?,,2023-May-23,3,6.7007,3,11:59,12:44,2.89,6.7002,3,13:25,14:16,46.42,6.6963,6.6659,,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0314,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",9:53,65,,Bombus?,,2023-May-24,3,6.8314,3,12:25,13:10,0.82,6.8237,3,13:40,14:55,57.86,6.8017,6.6621,,,
AMV0315,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:26,67,,Halictus?,,2023-May-24,2,6.6809,4,12:25,13:09,1.49,6.6814,2,13:40,NA,NA,6.6767,6.6586,,,Missed CTmax cue
AMV0316,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:27,67,,Halictus?,,2023-May-24,12,6.6399,12,12:25,13:12,-2.59,6.6409,12,13:40,14:37,51.79,6.6362,6.6126,,,
AMV0317,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:34,68,,Andrena?,,2023-May-24,5,6.7243,5,12:25,13:12,-0.23,6.7251,5,13:40,14:44,52.15,6.7199,6.6885,,,
AMV0318,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:52,69,,Ceratina?,,2023-May-24,Control2,6.7063,Control2,NA,NA,NA,6.7068,Control2,NA,NA,NA,6.7060,6.6881,,,
AMV0319,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:53,69,,Bombus?,,2023-May-24,11,6.7326,11,12:25,13:13,-2.61,6.7319,11,13:40,14:40,53.11,6.7207,6.6200,,,
AMV0320,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:09,70,,Ceratina?,,2023-May-24,9,6.6324,9,12:25,13:09,-0.68,6.6331,16,13:40,14:36,50.65,6.6309,6.6172,,,
AMV0321,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:10,70,,Ceratina?,,2023-May-24,18,6.6227,18,12:25,13:07,0.65,6.6233,18,13:40,14:37,50.50,6.6217,6.6076,,,
AMV0322,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:11,70,,Andrena?,,2023-May-24,22,6.6400,22,12:25,13:12,-0.34,6.6408,22,13:40,14:37,49.04,6.6360,6.6150,,,
AMV0323,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:12,70,,Andrena?,,2023-May-24,14,6.6873,14,12:25,13:10,-2.16,6.6879,14,13:40,14:29,46.84,6.6831,6.6576,,,
AMV0324,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:13,70,,Andrena?,,2023-May-24,15,6.6370,15,12:25,12:59,3.57,6.6374,15,13:40,NA,NA,6.6345,6.6135,,,Missed CTmax cue
AMV0325,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:21,71,,Andrena?,,2023-May-24,8,6.6305,8,12:25,13:10,-0.94,6.6310,4,13:40,14:42,51.11,6.6261,6.6036,,,
AMV0326,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:22,71,NA,NA,NA,2023-May-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Escaped, once we got to the lab it was no longer inside the falcon tube!",
AMV0327,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:23,71,,Ceratina?,,2023-May-24,13,6.5855,13,12:25,13:11,-2.75,6.5861,13,13:40,14:37,50.44,6.5842,6.5725,,,
AMV0328,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:24,71,,Ceratina?,,2023-May-24,17,6.6267,16,12:25,13:08,0.40,6.6269,17,13:40,NA,NA,6.6260,6.6155,,,"Took off CTmax since it looked rough, DO NOT USE THIS BEE IN CTMIN/CTmax ANALYSIS"
AMV0329,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:35,72,,Ceratina?,,2023-May-24,10,6.6415,19,12:25,13:07,0.29,6.6421,10,13:40,NA,NA,6.6410,6.6305,,"Looked rough after CTmin, Consider excluding in the analysis","Took off CTmax since it looked rough, DO NOT USE THIS BEE IN CTMAX ANALYSIS"
AMV0330,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:36,72,,Andrena?,,2023-May-24,20,6.6521,20,12:25,13:11,-1.29,6.6526,20,13:40,14:34,48.66,6.6491,6.6322,,,
AMV0331,2023-May-24,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:37,72,,Andrena?,,2023-May-24,Control1,6.7515,Control1,NA,NA,NA,6.7518,Control1,NA,NA,NA,6.7502,6.7244,,,
AMV0332,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:20,65,,Bombus?,,2023-May-26,16,6.9065,16,15:20,16:09,-1.29,6.9021,16,16:35,17:43,56.47,6.8828,6.7305,,,
AMV0333,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:25,65,,Andrena?,,2023-May-26,10,6.6714,9,15:20,16:08,-1.63,6.6712,10,16:35,17:38,53.52,6.6663,6.6358,,,
AMV0334,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:36,65,,Andrena?,,2023-May-26,17,6.6522,15,15:20,15:59,2.01,6.6519,17,16:35,17:28,48.83,6.6499,6.6122,,,
AMV0335,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:37,65,,Bombus?,,2023-May-26,13,6.7838,13,15:20,16:07,-2.20,6.7710,13,16:35,17:49,59.39,6.7473,6.5799,,,
AMV0336,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:38,65,,Andrena?,,2023-May-26,22,6.6085,22,15:20,16:12,-1.93,6.6078,22,16:35,NA,NA,6.6026,6.5579,Abdomen was carrying pollen,,Missed CTmax cue
AMV0337,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:58,66,,Andrena?,,2023-May-26,6,6.6547,6,15:20,16:08,-1.16,6.6540,4,16:35,17:31,48.07,6.6489,6.6009,,,
AMV0338,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:59,66,,Halictus?,,2023-May-26,3,6.6894,3,15:20,16:06,1.14,6.6892,3,16:35,17:34,49.84,6.6865,6.6672,"Smaller than the other bees that are black with white striped abdomens, believe this is Halictus and rest are Andrena",,
AMV0339,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:07,66,,Andrena?,,2023-May-26,19,6.6618,19,15:20,16:08,-1.24,6.6615,19,16:35,NA,NA,6.6577,6.6149,,,Missed CTmax cue
AMV0340,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:18,67,,Andrena?,,2023-May-26,8,6.6460,8,15:20,16:08,-1.25,6.6457,12,16:35,17:29,49.69,6.6420,6.5953,,,
AMV0341,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:34,67,,Andrena?,,2023-May-26,20,6.6811,21,15:20,16:10,-0.72,6.6805,20,16:35,17:35,51.36,6.6747,6.6258,,,
AMV0342,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:53,68,,Andrena?,,2023-May-26,Control1,6.7621,Control1,NA,NA,NA,6.7614,Control1,NA,NA,NA,6.7604,6.7170,,,
AMV0343,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:54,68,,Ceratina?,,2023-May-26,14,6.7319,14,15:20,16:06,-1.61,6.7320,14,16:35,17:19,44.05,6.7314,6.7206,,Rough after CTmax but still moving some limbs,
AMV0344,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",14:11,68,,Ceratina?,,2023-May-26,11,6.6341,11,15:20,16:05,0.07,6.6339,11,16:35,17:28,49.42,6.6328,6.6219,,,
AMV0345,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",14:12,68,,Augochlora?,,2023-May-26,5,6.7085,5,15:20,16:05,1.63,6.7084,5,16:35,17:27,45.92,6.7067,6.6858,,,
AMV0346,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",14:13,68,,Augochlora?,,2023-May-26,23,6.6103,24,15:20,15:59,4.26,6.6098,21,16:35,17:26,45.71,6.6081,6.5878,,,
AMV0347,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",14:23,68,,Bombus?,,2023-May-26,Control2,6.8821,Control2,NA,NA,NA,6.8777,Control2,NA,NA,NA,6.8753,6.6824,,,
AMV0348,2023-May-26,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",14:24,68,,Bombus?,,2023-May-26,18,6.7404,18,15:20,16:01,2.74,6.7377,18,16:35,17:45,56.99,6.7210,6.6069,,,
AMV0349,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:29,73,,Andrena?,,2023-May-30,10,6.6552,11,14:48,15:34,-0.95,6.6550,10,16:00,16:55,49.80,6.6510,6.6307,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0350,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:31,73,,Bombus?,,2023-May-30,13,6.6925,13,14:48,15:36,-3.11,6.6920,13,16:00,17:04,53.83,6.6794,6.5736,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0351,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:41,74,,Andrena?,,2023-May-30,15,6.6467,15,14:48,15:36,-2.19,6.6466,15,16:00,16:44,44.63,6.6429,6.6217,Was collected on Blackberry flowers,,
AMV0352,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:42,74,,Augochlora?,,2023-May-30,22,6.5830,22,14:48,15:32,1.89,6.5829,22,16:00,16:58,49.48,6.5807,6.5569,Was collected on Blackberry flowers,Died after CTmax,
AMV0353,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",12:53,74,,Ceratina?,,2023-May-30,5,6.6805,5,14:48,15:37,-0.03,6.6805,5,16:00,17:02,50.77,6.6794,6.6723,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0354,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:05,75,,Augochlora?,,2023-May-30,3,6.6993,3,14:48,15:31,2.74,6.6990,3,16:00,16:57,48.96,6.6960,6.6736,Was collected on Blackberry flowers,Died after CTmax,
AMV0355,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:16,75,,Ceratina?,,2023-May-30,20,6.641,20,14:48,15:33,-0.21,6.6409,20,16:00,17:04,53.48,6.6397,6.6283,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0356,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:26,76,,Bombus?,,2023-May-30,Control1,6.8162,Control1,NA,NA,NA,6.8152,Control1,NA,NA,NA,6.8140,6.7224,Was collected on Blackberry flowers,,
AMV0357,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:29,76,,Ceratina?,,2023-May-30,7,6.6560,7,14:48,15:35,-0.80,6.6557,4,16:00,16:52,45.94,6.6551,6.6417,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0358,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:37,76,NA,NA,NA,2023-May-30,16,6.7427,NA,NA,NA,NA,6.7424,NA,NA,NA,NA,6.7422,6.7287,"Bee died in the field as it was left in the sun inside a collection tube for too long before being put into the cooler, Was collected on Blackberry flowers","Never recovered from the field, note to not have falcon tubes out for longer than 5 minuetes",
AMV0359,2023-May-30,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",13:44,76,,Bombus?,,2023-May-30,18,6.7628,18,14:48,15:36,-1.28,6.7591,18,16:00,17:01,52.47,6.7508,6.6674,Was collected on Blackberry flowers,Died after CTmax,
AMV0360,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",10:38,70,,Andrena?,,2023-May-31,14,6.6739,14,13:06,13:56,-2.81,6.6735,14,14:19,15:08,46.64,6.6693,6.6508,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0361,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",10:50,71,,Augochlora?,,2023-May-31,12,6.6279,12,13:06,13:46,1.31,6.6275,12,14:19,15:13,49.74,6.6249,6.6095,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0362,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",10:51,71,,Ceratina?,,2023-May-31,20,6.6499,20,13:06,13:55,-1.97,6.6496,20,14:19,15:12,47.62,6.6485,6.6290,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0363,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",10:54,71,,Ceratina?,,2023-May-31,3,6.6788,3,13:06,13:52,1.36,6.6786,3,14:19,14:58,39.83,6.6782,6.6700,Was collected on Blackberry flowers,Alive but looks rough after CTmax,"Bee kept spreading its right-wing away from its body so this was what I took as a CTmax cue, maybe too early, and can ignore this individual CTmax for analysis"
AMV0364,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:09,73,,Ceratina?,,2023-May-31,5,6.7557,5,13:06,13:55,-0.23,6.7556,5,14:19,15:24,52.32,6.7540,6.7412,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0365,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:11,73,,Ceratina?,,2023-May-31,17,6.6125,16,13:06,13:50,1.21,6.6122,17,14:19,15:07,46.57,6.6121,6.6067,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0366,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:22,73,,Ceratina?,,2023-May-31,Control1,6.7345,Control1,NA,NA,NA,6.7341,Control1,NA,NA,NA,6.7341,6.7200,Was collected on Blackberry flowers,,
AMV0367,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:29,73,,Ceratina?,,2023-May-31,15,6.6334,15,13:06,13:50,0.19,6.6331,15,14:19,15:10,48.00,6.6322,6.6269,Was collected on Blackberry flowers,,
AMV0368,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:35,74,,Andrena?,,2023-May-31,6,6.6234,6,13:06,13:53,-1.18,6.6227,11,14:19,15:10,48.48,6.6199,6.6003,Was collected on Blackberry flowers,Alive but looks rough after CTmax,
AMV0369,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:40,74,,Ceratina?,,2023-May-31,8,6.6009,8,13:06,13:49,0.76,6.5987,4,14:19,15:15,48.20,6.5978,6.5890,Was collected on Blackberry flowers,,
AMV0370,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:47,75,,Andrena?,,2023-May-31,18,6.6199,18,13:06,13:54,-1.65,6.6192,18,14:19,NA,NA,6.6167,6.6046,Was collected on Blackberry flowers,Died after CTmax,"After taking off CTmax before its cue it died, I did not record a time or CTmax for this individual in the sheet but it was 44.63 C at 3:05 when I took it off"
AMV0371,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:52,75,,Augochlora?,,2023-May-31,10,6.6439,9,13:06,13:42,4.48,6.6434,10,14:19,15:12,48.45,6.6421,6.6293,Was collected on Blackberry flowers,,
AMV0372,2023-May-31,May,Alejandro_Medina_Valencia,Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:55,75,,Ceratina?,,2023-May-31,22,6.5738,22,13:06,13:53,0.23,6.5736,22,14:19,15:22,51.94,6.5726,6.5623,Was collected on Blackberry flowers,,
AMV0373,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",10:53,75,,Bombus?,,2023-Jun-01,7,6.7753,7,13:05,13:57,-4.12,6.7750,12,14:21,NA,NA,6.7654,6.6360,,Died after CTmax,Missed CTmax cue so did not record anything for this individual
AMV0374,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:02,76,,Ceratina?,,2023-Jun-01,Control1,6.7236,Control1,NA,NA,NA,6.7233,Control1,NA,NA,NA,6.7232,6.7155,,,
AMV0375,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:06,76,,Ceratina?,,2023-Jun-01,14,6.6739,14,13:05,13:49,-1.51,6.6733,14,14:21,15:16,50.37,6.6725,6.6548,,Alive but looks rough after CTmax,
AMV0376,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:09,76,,Ceratina?,,2023-Jun-01,22,6.5515,24,13:05,13:50,0.57,6.5512,24,14:21,15:06,45.33,6.5499,6.5403,,Alive but looks rough after CTmax,
AMV0377,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:24,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Died when transferred to a vial with too much oil,
AMV0378,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:34,78,,Ceratina?,,2023-Jun-01,11,6.6254,9,13:05,13:49,-0.62,6.6252,9,14:21,15:22,52.80,6.6238,6.6173,,Alive but looks rough after CTmax,"Checked the video and the bee began flipping by minute 18 of the video, I am putting down its CTmax is when we took it off for now"
AMV0379,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:40,78,,Bombus?,,2023-Jun-01,18,6.7164,18,13:05,13:49,-0.57,6.7147,18,14:21,15:22,52.79,6.7057,6.6145,,"Alive but looks rough after CTmax, pulsating abdomen a lot",
AMV0380,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:51,79,,Andrena?,,2023-Jun-01,3,6.7592,3,13:05,13:54,-1.08,6.7584,3,14:21,NA,NA,6.7509,6.6730,,,Missed CTmax cue so did not record anything for this individual
AMV0381,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:52,79,,Bombus?,,2023-Jun-01,20,6.7174,5,13:05,13:51,-0.03,6.7167,5,14:21,15:14,46.82,6.7123,6.6185,,"Died after CTmax, proboscis sticking out",
AMV0382,2023-Jun-01,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Aldi_Abandoned_Lot,"40.8075792, -77.9014120",11:54,79,,Ceratina?,,2023-Jun-01,19,6.6378,19,13:05,13:49,-0.52,6.6374,19,14:21,15:23,53.16,6.6360,6.6177,,Alive but looks rough after CTmax,
AMV0383,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:20,65,,Bombus?,,2023-Jun-05,19,6.8087,21,13:00,13:46,-0.06,6.7992,18,14:25,15:37,58.17,6.7727,6.6167,,Alive but looks rough after CTmax,
AMV0384,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:30,65,,Andrena?,,2023-Jun-05,9,6.6513,24,13:00,13:47,-0.26,6.6507,10,14:25,15:20,49.55,6.6455,6.6091,No idea what genus this is,,
AMV0385,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:50,66,,Ceratina?,,2023-Jun-05,20,6.6410,9,13:00,13:41,0.90,6.6414,19,14:25,15:22,50.04,6.6402,6.6329,,,"Potentially missed CTmin cue, watch video but recorded the CTmin and time for now (REMOVE IF NEEDED)"
AMV0386,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:51,66,,Ceratina?,,2023-Jun-05,22,6.5748,14,13:00,13:42,-0.60,6.5748,24,14:25,15:23,49.18,6.5736,6.5549,Larger Ceratina species?,,
AMV0387,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:52,66,,Bombus?,,2023-Jun-05,Control1,6.8456,Control1,NA,NA,NA,6.8448,Control1,NA,NA,NA,6.8432,6.6083,,,
AMV0388,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:53,66,,Bombus?,,2023-Jun-05,17,6.7704,16,13:00,13:45,0.11,6.7697,17,14:25,15:28,54.29,6.7583,6.7384,,Died after CTmax,
AMV0389,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:09,67,,Andrena?,,2023-Jun-05,16,6.7706,19,13:00,13:43,0.05,6.7699,14,14:25,NA,NA,6.7656,6.7224,,"Bee died during CTmax, was acting wierd and died around 44.92 C",
AMV0390,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:10,67,,Bombus?,,2023-Jun-05,7,6.8216,7,13:00,NA,NA,6.8149,NA,NA,NA,NA,6.8069,6.6173,,,DID NOT REACH CTMIN after -8 C so did not use for CTmax
AMV0391,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:11,67,,Bombus?,,2023-Jun-05,11,6.7982,11,13:00,13:44,-0.59,6.7887,11,14:25,15:29,55.35,6.7707,6.6180,,,
AMV0392,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:12,67,,Bombus?,,2023-Jun-05,13,6.8921,13,13:00,13:48,-4.16,6.8421,4,14:25,15:43,59.02,6.8128,6.5708,,Died after CTmax,
AMV0393,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:13,67,,Bombus?,,2023-Jun-05,3,6.8938,3,13:00,13:45,0.86,6.8834,3,14:25,15:52,63.51,6.8552,6.6608,,,
AMV0394,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:14,67,,Bombus?,,2023-Jun-05,5,6.8410,5,13:00,13:47,-0.40,6.8401,5,14:25,15:32,53.33,6.8297,6.6825,,,
